"","dlttarget","situation","targetdose","truedrprob_targetdose","truedltprob_targetdose","n","dr_bias","dlt_bias","dr_variance","dlt_variance"
"92",30,"higherDR",1,65,30.2,20,-0.029634102946104,-0.0295611465166451,0.00797760923704849,0.0265003316273933
"93",30,"higherDR",1,65,30.2,30,-0.0159709794469768,-0.0134802302349463,0.00681898291697182,0.0139899724878753
"94",30,"higherDR",1,65,30.2,40,-0.0123662782107562,-0.0105985694847118,0.00580806418701047,0.0080986239367782
"95",30,"higherDR",1,65,30.2,50,-0.00917764410476113,-0.0135384225633426,0.00459008334918321,0.00584078859013644
"96",30,"higherDR",1,65,30.2,60,-0.00634112940031304,-0.0140767181457792,0.00361346399118648,0.00478840241513129
"97",30,"higherDR",1,65,30.2,70,-0.00607021273267638,-0.0144798276083115,0.00313917406034984,0.00384263998636637
"98",30,"higherDR",1,65,30.2,80,-0.00440954556887407,-0.0167073709246056,0.00280639047215815,0.00321972734671586
"99",30,"higherDR",1,65,30.2,90,-0.00355066195171542,-0.0173125716027091,0.00239669804824897,0.00278112811879924
"100",30,"higherDR",1,65,30.2,100,-0.00304957957514635,-0.0176701928983346,0.00215364500735827,0.0024641309641941
"101",30,"higherDR",2,45.8,17.8,10,0.194975340148211,0.0466088989296118,0.00796039754159241,0.0109534689769608
"102",30,"higherDR",2,45.8,17.8,20,0.0820928580635968,0.00284567137578948,0.0169611170827838,0.0134936795529075
"103",30,"higherDR",2,45.8,17.8,30,0.038837038450876,0.00408562720141475,0.0124970947361464,0.0112049103854228
"104",30,"higherDR",2,45.8,17.8,40,0.0193818858736358,0.0110468127090781,0.0094657369300513,0.00694498196541266
"105",30,"higherDR",2,45.8,17.8,50,0.0136786266629437,0.00826386804516467,0.00723423744927333,0.00472688551994515
"106",30,"higherDR",2,45.8,17.8,60,0.0133729767521246,0.00543966935308387,0.00571710537084352,0.00348178791128961
"107",30,"higherDR",2,45.8,17.8,70,0.0130944636223018,0.00294294185804194,0.00450597028577117,0.00270198755129436
"108",30,"higherDR",2,45.8,17.8,80,0.0122418043532705,0.000993353999340533,0.0038581254164133,0.0023395115161429
"109",30,"higherDR",2,45.8,17.8,90,0.0119022442235285,0.000663152107058391,0.00329063709754341,0.0020714438138394
"110",30,"higherDR",2,45.8,17.8,100,0.010843228076146,-0.000562418425776219,0.002793527098015,0.00179783779568316
"111",30,"higherDR",3,40,14.6,10,0.269634459093391,0.0858505955177103,0.0115777563293251,0.00962670146889243
"112",30,"higherDR",3,40,14.6,20,0.122624267957,0.0262079309452612,0.0217958180645156,0.00976653908427878
"113",30,"higherDR",3,40,14.6,30,0.0556626310635678,0.00874823435829384,0.015048031493869,0.00707586504207874
"114",30,"higherDR",3,40,14.6,40,0.0311503786474466,0.00398926848194633,0.00995532980491538,0.00481709552860568
"115",30,"higherDR",3,40,14.6,50,0.0183817572784579,0.0029812882316591,0.00766279432474953,0.00362490523478569
"116",30,"higherDR",3,40,14.6,60,0.0113420291523389,0.00136813008394382,0.00590139699097611,0.00275692248041784
"117",30,"higherDR",3,40,14.6,70,0.00888904897754668,0.00137587895095969,0.00469790767114885,0.00216014464239107
"118",30,"higherDR",3,40,14.6,80,0.00839637142709995,0.000442962213227548,0.0037536658625241,0.00176591820374719
"119",30,"higherDR",3,40,14.6,90,0.00728233404224959,0.000342545877657464,0.00302916028277131,0.00146943995099804
"120",30,"higherDR",3,40,14.6,100,0.00674344913868625,0.000247843406752786,0.00270293743756097,0.00127154643682057
"121",30,"lowerDR",1,35.2,30.2,10,0.193282368741273,-0.0781400147623661,0.00641026799396872,0.0171939277940283
"122",30,"lowerDR",1,35.2,30.2,20,0.0981445268948159,-0.0586879326433888,0.00925150692172757,0.0199870862692578
"123",30,"lowerDR",1,35.2,30.2,30,0.0559567046405321,-0.032680796789787,0.00672616065153383,0.0135518141226724
"124",30,"lowerDR",1,35.2,30.2,40,0.0365981134687279,-0.0255987900968414,0.00479105215866826,0.00740549872912638
"125",30,"lowerDR",1,35.2,30.2,50,0.0264927103603133,-0.0208578391900384,0.00367066388656722,0.00447973696558362
"126",30,"lowerDR",1,35.2,30.2,60,0.0204895726394404,-0.0207340716303562,0.00296716828524751,0.00356712095608037
"127",30,"lowerDR",1,35.2,30.2,70,0.0159566896197918,-0.0178694844094768,0.00240637489741724,0.00278977401162013
"128",30,"lowerDR",1,35.2,30.2,80,0.0129682156668819,-0.017723057211883,0.00214094196451119,0.00233924555016983
"129",30,"lowerDR",1,35.2,30.2,90,0.0111720644536652,-0.0163870253393057,0.00191385836803524,0.00202101032160776
"130",30,"lowerDR",1,35.2,30.2,100,0.00966970548672175,-0.0158768905009442,0.00173513107967369,0.0018273223933359
"131",30,"lowerDR",3,35.1,30.2,10,0.326806124613563,-0.0276433316910892,0.00748324923358658,0.0126650613831034
"132",30,"lowerDR",3,35.1,30.2,20,0.182136608509499,-0.0611857729500595,0.0151755456844354,0.0175190206142881
"133",30,"lowerDR",3,35.1,30.2,30,0.107468530730539,-0.0546002706785556,0.0113676999853693,0.0131368514536364
"134",30,"lowerDR",3,35.1,30.2,40,0.0654353560171511,-0.0370437851665388,0.00708032331791286,0.00918994102193
"135",30,"lowerDR",3,35.1,30.2,50,0.0458776639887296,-0.0240826348737266,0.00512097701959503,0.00613696562854902
"136",30,"lowerDR",3,35.1,30.2,60,0.0339538254672351,-0.0174750666855621,0.00370017111165094,0.0043604949846238
"137",30,"lowerDR",3,35.1,30.2,70,0.0266644151406973,-0.0131648877219684,0.00278717550460646,0.00331322370969839
"138",30,"lowerDR",3,35.1,30.2,80,0.0214195529039507,-0.0120940653737853,0.00229376839767756,0.00269563957916075
"139",30,"lowerDR",3,35.1,30.2,90,0.017221937708294,-0.0112238603426972,0.00194932124918507,0.00219484023032018
"140",30,"lowerDR",3,35.1,30.2,100,0.0149133713309445,-0.00964486504306011,0.00185119429319787,0.00184984908235954
"141",30,"lowerDR",5,35.6,30.2,10,0.360769737145678,0.111236991204004,0.00559894666274324,0.0247307236532805
"142",30,"lowerDR",5,35.6,30.2,20,0.21625200323162,-0.0142315962062884,0.0165604122097621,0.0182868111352269
"143",30,"lowerDR",5,35.6,30.2,30,0.126828286307562,-0.0419821505887587,0.0131962155051132,0.0123529618934438
"144",30,"lowerDR",5,35.6,30.2,40,0.0792400701175905,-0.0397142407250506,0.00846356248135181,0.0078695465264203
"145",30,"lowerDR",5,35.6,30.2,50,0.0533975861068037,-0.0339220400489568,0.00560926318132321,0.00595066874355519
"146",30,"lowerDR",5,35.6,30.2,60,0.0382866201032784,-0.0262859898883869,0.00407129244230564,0.00478748091204906
"147",30,"lowerDR",5,35.6,30.2,70,0.0307987709585493,-0.020445970884229,0.0031610949906901,0.00371060306618963
"148",30,"lowerDR",5,35.6,30.2,80,0.0258720072437689,-0.0159125515226782,0.00262263148047402,0.00312856808511359
"149",30,"lowerDR",5,35.6,30.2,90,0.02087945509504,-0.0128364120204451,0.00232460529235607,0.00254669355651442
"150",30,"lowerDR",5,35.6,30.2,100,0.0191982332038319,-0.0112231033971106,0.00205946169734109,0.00239631956652535
"151",30,"null",1,50.2,30.3,10,0.081601549093456,-0.0783474396394536,0.0062995696749174,0.0180294734082712
"152",30,"null",1,50.2,30.3,20,0.0297199741600851,-0.0383950039849478,0.00898885890475064,0.024283721253609
"153",30,"null",1,50.2,30.3,30,0.0156221732667389,-0.0178854456588851,0.00732848916509367,0.0143561180037656
"154",30,"null",1,50.2,30.3,40,0.00853916803741473,-0.0168618904759106,0.00639102620384669,0.00863403905871088
"155",30,"null",1,50.2,30.3,50,0.00650826475589014,-0.0164252615686946,0.0051331110096723,0.00631440521137429
"156",30,"null",1,50.2,30.3,60,0.00637090366572877,-0.0157444386422358,0.00435583169431806,0.00487773867937326
"157",30,"null",1,50.2,30.3,70,0.0046306163040365,-0.0173680813638988,0.00373656005847773,0.00391313913410226
"158",30,"null",1,50.2,30.3,80,0.00375648529888677,-0.0172272911332636,0.00320257751470486,0.0033628841861523
"159",30,"null",1,50.2,30.3,90,0.00267362147125425,-0.017807483545883,0.00281325978957768,0.00286821346902273
"160",30,"null",1,50.2,30.3,100,0.00318953921040346,-0.017358985210631,0.0025454058304264,0.00253254230404268
"161",30,"null",3,50.1,30,10,0.213987926518161,-0.0103614977969758,0.00548260204890073,0.0162532108182958
"162",30,"null",3,50.1,30,20,0.112584733441649,-0.0516473013723358,0.0153580795977118,0.0209160384246165
"163",30,"null",3,50.1,30,30,0.0581940093331889,-0.0382107033358499,0.0126135368008401,0.0190619900603596
"164",30,"null",3,50.1,30,40,0.0335242105442493,-0.0259747959449898,0.00896073938445255,0.0136654638175173
"165",30,"null",3,50.1,30,50,0.0221093800107647,-0.0153829639170434,0.00678455853458896,0.00966798806452116
"166",30,"null",3,50.1,30,60,0.015392592032279,-0.0120224750603097,0.00540354990706007,0.00695965257764655
"167",30,"null",3,50.1,30,70,0.0110739262908171,-0.0088737903971391,0.00464372655527857,0.00553354909471933
"168",30,"null",3,50.1,30,80,0.00961017141587451,-0.00619953150009538,0.00394848710048937,0.00448188839700153
"169",30,"null",3,50.1,30,90,0.00803208423884542,-0.00537955391274942,0.00349048715818106,0.00372753749650781
"170",30,"null",3,50.1,30,100,0.00747017926691552,-0.00442908405612984,0.00306292800397102,0.00328441874292638
"171",30,"null",5,50.1,29.9,10,0.234209088839949,0.144173671562923,0.00555572159130779,0.0272329542832848
"172",30,"null",5,50.1,29.9,20,0.132570558936843,0.0160596880275519,0.0159778521443187,0.0237820962810094
"173",30,"null",5,50.1,29.9,30,0.0767050112234292,-0.0146010244426072,0.0143287523373853,0.0158667845223756
"174",30,"null",5,50.1,29.9,40,0.041259513213812,-0.0153571598677834,0.010561717625048,0.010804530827354
"175",30,"null",5,50.1,29.9,50,0.0262824186806876,-0.0133650922819955,0.00823390163691425,0.00832537435114783
"176",30,"null",5,50.1,29.9,60,0.0142502438317681,-0.00958292768103104,0.00621344978437465,0.00645328595712993
"177",30,"null",5,50.1,29.9,70,0.00978770600014258,-0.00535788784020223,0.0051189847529803,0.00527702371093467
"178",30,"null",5,50.1,29.9,80,0.00674420242455708,-0.00479157331803117,0.0042686824355347,0.00429229913662978
"179",30,"null",5,50.1,29.9,90,0.00485182667531964,-0.0038250429896606,0.00379291446882927,0.00361528385574951
"180",30,"null",5,50.1,29.9,100,0.00354783831157604,-0.00378791460683457,0.00315737224917648,0.0030607003258445
