"","dlttarget","situation","targetdose","truedrprob_targetdose","truedltprob_targetdose","n","dr_bias","dlt_bias","dr_variance","dlt_variance"
"74",20,"null",3,40.9,20.2,40,0.131751449179323,0.0410565047295398,0.0143765909184439,0.0123561317831625
"75",20,"null",3,40.9,20.2,50,0.109978084282054,0.0471505742856657,0.0130201190946628,0.0103801720309479
"76",20,"null",3,40.9,20.2,60,0.0954728861682667,0.046713152256631,0.0119701061813495,0.00848307714777914
"77",20,"null",3,40.9,20.2,70,0.085128080843544,0.0468678265512424,0.0107502802819971,0.00720824092664269
"78",20,"null",3,40.9,20.2,80,0.0766372067170345,0.045237521262764,0.00999435504959253,0.00626460704038437
"79",20,"null",3,40.9,20.2,90,0.0701285522422472,0.0427773501876863,0.00881396842339159,0.00576196148815567
"80",20,"null",3,40.9,20.2,100,0.0638762177487199,0.0407785001677611,0.0081095908346102,0.005247802157032
"81",20,"null",5,40.1,19.8,10,0.348365986608864,0.26444395553846,0.0033045251459834,0.0227616289968241
"82",20,"null",5,40.1,19.8,20,0.257473267208879,0.121988581745745,0.0137926757396461,0.0201348525190011
"83",20,"null",5,40.1,19.8,30,0.193207061326338,0.0815824600833584,0.0174688428125271,0.0172947490087983
"84",20,"null",5,40.1,19.8,40,0.150549686031249,0.0648457590234751,0.0156589095348309,0.0131163451045794
"85",20,"null",5,40.1,19.8,50,0.124790773871587,0.0571085181410659,0.013950626655982,0.0098962889257225
"86",20,"null",5,40.1,19.8,60,0.106786809812712,0.052668632078954,0.0117596481340301,0.00792485237929077
"87",20,"null",5,40.1,19.8,70,0.0942418640528825,0.0487264868018174,0.0104002975270287,0.00704845771048582
"88",20,"null",5,40.1,19.8,80,0.0844448830316834,0.0461829315742534,0.00900895891028096,0.00569655074834718
"89",20,"null",5,40.1,19.8,90,0.0767009511926782,0.0441545186523827,0.00800130187819011,0.00505543577111098
"90",20,"null",5,40.1,19.8,100,0.0695813178000928,0.043131617750707,0.00718937618523533,0.00456830567327316
"91",30,"higherDR",1,65,30.2,10,-0.0379137151737316,-0.0781843141306966,0.00627589974408542,0.01500358936181
"92",30,"higherDR",1,65,30.2,20,-0.0519184704498736,-0.0576061868505128,0.00709981129630271,0.0187806789514259
"93",30,"higherDR",1,65,30.2,30,-0.0494202590856723,-0.0431958841376398,0.00647202995463748,0.0110522346064437
"94",30,"higherDR",1,65,30.2,40,-0.0411801685257037,-0.0341304931494635,0.00498851205239006,0.00734307929887295
"95",30,"higherDR",1,65,30.2,50,-0.0357506743172169,-0.0320933670947581,0.00429098490707647,0.00558246126759357
"96",30,"higherDR",1,65,30.2,60,-0.0306337356937839,-0.0291005914114077,0.00369484656603041,0.00453521377173275
"97",30,"higherDR",1,65,30.2,70,-0.0270902177267562,-0.0261174365325012,0.0032629889266157,0.00382627689939852
"98",30,"higherDR",1,65,30.2,80,-0.0242990927681042,-0.0225616311366903,0.00282803399790574,0.00328558872620743
